"id","name","brand","category","presentation","manufacturer_code","square_rows","square_tokens","square_original_names","identity_code","sources","evidence","reference_image","reference_sha256","source_image_url","image_review","video","video_review","batch"
"call-the-cops","Call the Cops","Black Cat","Cakes","200 gram · 87 shots","Unknown","248","YBTSQXW5MJG6UTYHOSOYIBRG","Call The Cops 200G","715244165100","https://www.wincofireworks.com/product/call-the-cops/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244165100 matches the current Winco supplier UPC after removing display hyphens. Original name 'Call The Cops 200G', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/call-the-cops-original.png","6d27b1ae5f1dec3bf4543284a1560dd6259a7cb2e93c705c7aed90acfcb8057c","https://www.wincofireworks.com/wp-content/uploads/2026/01/Call-The-Cops.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"cowboy-rockets-9-pack","Cowboy Rocket","Black Cat","Rockets","9 rockets","Unknown","290","YOI6577F23QO7PGR4CUPKEPI","Cowboy Rockets (9 sticks)","715244004867","https://www.wincofireworks.com/product/cowboy-rocket/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244004867 matches the current Winco supplier UPC after removing display hyphens. Original name 'Cowboy Rockets (9 sticks)', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/cowboy-rockets-9-pack-original.png","fcf716f2e4aab78eb1bcac22f3793dfa697b45edacf38076339783f98060f9f3","https://www.wincofireworks.com/wp-content/uploads/2025/08/Cowboy-Rocket.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"drone","Drone","Fox","Spinners","Spinning aerial novelty","Unknown","334","UV4AAU7AWTUYZJHIN2BGVUDU","Drone","514677009001","https://www.wincofireworks.com/product/drone/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.youtube.com/watch?v=Q7CVhPLCopc","Square code 514677009001 matches the current Winco supplier UPC after removing display hyphens. Original name 'Drone', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/drone-original.png","b4352273f237fec82e239d101ecfd479aec0a17f9830cf3a820c412f90f27bf1","https://www.wincofireworks.com/wp-content/uploads/2025/08/WGF800-Drone.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","https://www.youtube.com/watch?v=Q7CVhPLCopc","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-supplier-3"
"festival-fountain","Festival Fountain","Black Cat","Fountains","Fountain","Unknown","361","UHU3VWJJGHU7PL66542PKXTI","Festival Fountain Black Cat. Quiet","715244022472","https://www.wincofireworks.com/product/festival-fountain/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244022472 matches the current Winco supplier UPC after removing display hyphens. Original name 'Festival Fountain Black Cat. Quiet', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. Reject the USA Fireworks Fox brand field; Square explicitly says Black Cat and current supplier model FNBC2247/UPC identify the Black Cat item.","docs/catalog/enrichment-2026-09/references/festival-fountain-original.png","0806da55da1602e0701407542ef70aab73a9a2f0415e9308fb24baf63c235635","https://www.wincofireworks.com/wp-content/uploads/2025/08/Festival-Fountain.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"forever-loyal","Forever Loyal","Pyro Shine","Cakes","500 gram · 25 shots","Unknown","378","ERZ4KRTZQCD4FRIINSYC7KN6","Forever Loyal Pyro Shine 500 Gram","702367266043","https://www.wincofireworks.com/product/forever-loyal/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.youtube.com/watch?v=meX3dU3eNm4","Square code 702367266043 matches the current Winco supplier UPC after removing display hyphens. Original name 'Forever Loyal Pyro Shine 500 Gram', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/forever-loyal-original.png","05005917ff783a2d1eb536034bbe49164e561f281aaf88ff188f45546c270bed","https://www.wincofireworks.com/wp-content/uploads/2025/08/PS-238-Forever-Loyal.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","https://www.youtube.com/watch?v=meX3dU3eNm4","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-supplier-3"
"fuego-loco","Fuego Loco","Black Cat","Cakes","200 gram · 20 shots","Unknown","389","7EQHCPTRPGKCHMZ72HTQHAWQ","Fuego Loco 200G","715244065370","https://www.wincofireworks.com/product/fuego-loco/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244065370 matches the current Winco supplier UPC after removing display hyphens. Original name 'Fuego Loco 200G', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/fuego-loco-original.png","ec64cd80eab6ca9e2f544176ebcbf4f64eb84a2b9fa113ef60c80bb4aafa4160","https://www.wincofireworks.com/wp-content/uploads/2026/01/Fuego-Loco.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"holiday-lights","Holiday Lights","Black Cat","Fountains","Fountain","Unknown","453","HJTMDSKH3C53TJXF64R6QW53","Holiday Lights Fountain Black Cat Quiet","715244022489","https://www.wincofireworks.com/product/holiday-lights/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244022489 matches the current Winco supplier UPC after removing display hyphens. Original name 'Holiday Lights Fountain Black Cat Quiet', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/holiday-lights-original.png","6886f13e88249403161e149dd6d14a06bf16c0958e341644e4e80f2b573ce130","https://www.wincofireworks.com/wp-content/uploads/2025/08/Holiday-Lights.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"mass-confusion","Mass Confusion","Black Cat","Cakes","500 gram · 45 shots","Unknown","581","5JPUFA6DW2VVHUQEXK7JAJC3","Mass Confusion 500G 45 Shot","715244065356","https://www.wincofireworks.com/product/mass-confusion/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.youtube.com/watch?v=S1dUXLCc8fw","Square code 715244065356 matches the current Winco supplier UPC after removing display hyphens. Original name 'Mass Confusion 500G 45 Shot', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/mass-confusion-original.png","25a8187c8cd254a2e3baa0651310472f488afd4bc64d9873d2e6908b6c774dce","https://www.wincofireworks.com/wp-content/uploads/2026/01/Mass-Confusion.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","https://www.youtube.com/watch?v=S1dUXLCc8fw","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-supplier-3"
"sky-ink","Sky Ink","Black Cat","Cakes","200 gram · 16 shots","Unknown","809","WTLUAOGLASBOLXA3LAEELXAQ","Sky Ink 200G","715244065301","https://www.wincofireworks.com/product/sky-ink/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244065301 matches the current Winco supplier UPC after removing display hyphens. Original name 'Sky Ink 200G', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/sky-ink-original.png","83be7c1922f581aab2f7df959f4d1672009c8351205f85e8fef71f87ab3261bf","https://www.wincofireworks.com/wp-content/uploads/2026/01/Sky-Ink.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"stealth-bomber-2-pack","Stealth Bomber","Black Cat","Spinners","2-pack","Unknown","858","5O3KCZV7HWLL2CDEY4VOSTEL","Stealth Bomber","715244009312","https://www.wincofireworks.com/product/stealth-bomber/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244009312 matches the current Winco supplier UPC after removing display hyphens. Original name 'Stealth Bomber', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/stealth-bomber-2-pack-original.png","e37c646a3afeb2edcdb898527a78c5585c93f0a20fb8d2d1fdba8444a439957d","https://www.wincofireworks.com/wp-content/uploads/2026/01/Stealth-Bomber.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"sugar-pop","Sugar Pop","Fox","Fountains","Fountain","Unknown","867","MCJREXVVQE3QRAECUUUZUCYQ","Sugar Pop","514677002323","https://www.wincofireworks.com/product/sugar-pop/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://elevatedfireworks.com/collections/new-2026/products/sugar-pop-standard-handheld-fountain","Square code 514677002323 matches the current Winco supplier UPC after removing display hyphens. Original name 'Sugar Pop', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/sugar-pop-original.png","56a48d2cf668655e69505f32ad196ac99a2ed0e70034a710ec4b99d73b86ca72","https://www.wincofireworks.com/wp-content/uploads/2026/01/Sugar_Pop1.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
