"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row","research_status","product_id","verified_brand","manufacturer_code","verified_video","research_query","research_sources","research_reason","required_next_step"
"IJJCFG2L4D6373CWLT7PDNSV","201606802214","","Princess Power Sword Fountain- Pink","Princess Power Sword Fountain- Pink","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","704","707","707","Items","705","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"3U776SJS6U6ZARDKVW3VDN6F","757201525428","","Princeton 500g","Princeton 500g","Unknown","Unknown","Regular","Unknown","500g","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","705","708","708","Items","706","candidate_requires_package_review","","Unknown","Unknown","","""757201525428"" fireworks","https://www.raccoonfireworksusa.com/product-page/battle-of-princeton","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BE5SGVQG2WTIOQ7T7O5KZZ5M","757201520010","","Pro Pyro Show","Pro Pyro Show","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","706","709","709","Items","707","candidate_requires_package_review","","Unknown","Unknown","","""757201520010"" fireworks","https://www.raccoonfireworksusa.com/product-page/pro-pyro-show","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"DB4TCS3F4TI7T4HCKIH4TICI","757205302131","","Proud And True 500 Gram","Proud And True 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","707","710","710","Items","708","no_verified_identity","","Unknown","Unknown","","""757205302131"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"HOEPN7PMLZEIWDHROP4CNQHN","757201225205","","Pucker Up","Pucker Up","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","708","711","711","Items","709","candidate_requires_package_review","","Unknown","Unknown","","""757201225205"" fireworks","https://www.raccoonfireworksusa.com/product-page/pucker-up","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"K3CPITE3BIQOUTBNOLKATW72","687985426416","","Pure Fantasy  Fountain","Pure Fantasy Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","709","712","712","Items","710","candidate_requires_package_review","","Unknown","Unknown","","""687985426416"" fireworks","https://usa-fireworks.com/products/fountains/fountains-200-gram/pure-fantasy/ | https://fireworkconnection.com/product/pure-fantasy/ | https://wafireworks.com/FN251-Pure-Fantasy-R-PC/ | https://simpsonfireworks.com/FN251-Pure-Fantasy-R-PC/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"MQUBTSR6GA2MQOBNUI3GR3R6","695071402510","","Purple Rain 200 Gram 20 Shots","Purple Rain 200 Gram 20 Shots","Unknown","Unknown","Regular","Unknown","200 Gram | 20 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","711","714","714","Items","712","no_verified_identity","","Unknown","Unknown","","""695071402510"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2FDGHGEKWTLRHURUU6BFPNAL","687985427017","","Purplelicious","Purplelicious","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","712","715","715","Items","713","no_verified_identity","","Unknown","Unknown","","""687985427017"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"6V3AE6WIBJYROZB36X5IQNO7","887946002431","","Purplicious 16 Shot","Purplicious 16 Shot","Unknown","Unknown","Regular","Unknown","16 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","713","716","716","Items","714","candidate_requires_package_review","","Unknown","Unknown","","""887946002431"" fireworks","https://fliphtml5.com/oyvgf/jwia/2024/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"HZAGPD3IMPZRECHNNQMOYHJG","757205301332","","Pyro Addict 500 Gram","Pyro Addict 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","714","717","717","Items","715","no_verified_identity","","Unknown","Unknown","","""757205301332"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"S65NKA62L4VM76LXZCWIPRIN","57205301332","","Pyro Addict 500 Gram","Pyro Addict 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","715","718","718","Items","716","no_verified_identity","","Unknown","Unknown","","""57205301332"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"NBYJHYVLGDM6O5TFADLC2M3Z","753321710676","","Pyro Alienware 4"" Artillery Shells 12 pack","Pyro Alienware 4"" Artillery Shells 12 pack","Unknown","12/16 Pack Artillery Shells 1.75"" RDX\, 4"" Pyro\, 5"" Xtra Lg","Regular","Unknown","4"" | 12 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","716","719","719","Items","717","candidate_requires_package_review","","Unknown","Unknown","","""753321710676"" fireworks","https://americanwholesalefireworks.com/pyro-alienware/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"XPKPIHHLLYDHZR5MWGU3Q7IM","943100750119","","Pyro Bag #1","Pyro Bag #1","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","717","720","720","Items","718","no_verified_identity","","Unknown","Unknown","","""943100750119"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"VIX2UHODPHEVPAUTBUI4EP3W","705108320707","","Pyro Blends","Pyro Blends","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","718","721","721","Items","719","no_verified_identity","","Unknown","Unknown","","""705108320707"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"MM7NBQNS3IQJARZGRUKQHBTC","821111112082","","Pyro Chaos 6"" Artillery Shells 24 pack","Pyro Chaos 6"" Artillery Shells 24 pack","Unknown","24 Pack Artillery Shells 6""","Regular","Unknown","6"" | 24 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","719","722","722","Items","720","no_verified_identity","","Unknown","Unknown","","""821111112082"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
