"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row"
"WGWVTKV5LLYGNVGTHJWBKKJC","","","Military Parachute","Military Parachute","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[189] Military Parachute / Winda / /products/military-parachute.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","601","602","602","Items","602"
"UZ3IJ3UW3ZVS2M3E74R3VNLV","705108508303","","Military Parachute Box 2 Pack","Military Parachute Box 2 Pack","Unknown","Unknown","Regular","Unknown","2 Pack","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[189] Military Parachute / Winda / /products/military-parachute.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","602","603","603","Items","603"
"7A5IAAVZGOY7OFQE4GL6VVMN","757201306041","","Minecraft 5"" Artillery Shells 6 Pack","Minecraft 5"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Regular","Unknown","5"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","603","604","604","Items","604"
"KHQGTUGPX2ABWY6TBLOAXTS7","757201225212","","Monkey Business","Monkey Business","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","604","605","605","Items","605"
"5T7VMN3SVTVIGJJRBSPLAP32","805253394414","","Monkey Business 200G","Monkey Business 200G","Unknown","Unknown","Regular","Unknown","200G","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","605","606","606","Items","606"
"GGZBALOR7JK3HCSJSAB5FJOB","821611109810","","Morning Glories 24\6 144 Pieces sparklers","Morning Glories 24\6 144 Pieces sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","606","607","607","Items","607"
"AV5JMGED5UC4OG7NH7O7O47E","8145270180211","","Morning Glories 24\6 144 Pieces sparklers","Morning Glories 24\6 144 Pieces sparklers","Unknown","Unknown","Morning Glorys Pack 144","Morning Glorys Pack 144","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","607","608","608","Items","608"
"JW46UDVVNSF442AA7SCDR5FU","7059000109810","","Morning Glories-14""","Morning Glories-14""","Unknown","Unknown","Regular","Unknown","14""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","608","609","609","Items","609"
"QWEMUCQK2V2YIXKJR2APJNVK","705108098101","","Morning Glory","Morning Glory","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","609","610","610","Items","610"
"NCTBJPN7RMTQTZDDSFLCPOWS","814327011041","","Morning Glory","Morning Glory","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","610","611","611","Items","611"
"WAF5VDGW2OT77X5XMU545NI2","821600981366","","Morning Glory 36 Inch sparklers","Morning Glory 36 Inch sparklers","Unknown","Unknown","Regular","Unknown","36 Inch","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","611","612","612","Items","612"
"GNN7EVLU5MZWTGQGLPYVSSZ4","158130736068","","Morning Glory 36"".","Morning Glory 36"".","Unknown","Unknown","Regular","Unknown","36""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","612","613","613","Items","613"
"LC6EYG7KJQI7FT56KOSTYUHV","943100700053","","Morning Glory Sparklers 6pk Individual BOGO","Morning Glory Sparklers 6pk Individual","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","613","614","614","Items","614"
"XU4GLMW4LWFIZRWQQPIAXQLF","705108549405","","Mother Of The Bombs","Mother Of The Bombs","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","615","616","616","Items","616"
"KAWMWSNND6CWWITR7TTFBLLC","8145270161616","","Motion Maker","Motion Maker","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","616","617","617","Items","617"
"Z3OHILX3F5STN22AG3IR2YH7","687985421312","","Movie Time","Movie Time","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","617","618","620","Items","618"
"ML6UCMKNFT5Q6VWXICGN6TO2","821600016129","","Naughty Dog","Naughty Dog","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","619","622","622","Items","620"
"ILXOA5TDDYIBJD2RMHPXESV6","811451013439","","Naughty Elephant","Naughty Elephant","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","620","623","623","Items","621"
"6XC2CG64XOVFC5ZSL4AL6TQS","757201530408","","Neon Boom 25 Shot","Neon Boom 25 Shot","Unknown","Unknown","Regular","Unknown","25 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","622","625","625","Items","623"
"NQCEENLY6NB6N2PB42Q6ZDJH","757201520027","","Neon Butterflies 54 Shot","Neon Butterflies 54 Shot","Unknown","Unknown","Regular","Unknown","54 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","623","626","626","Items","624"
"65SPR36TT4PVNGW7PZMKA67K","715244007257","","Neon Camo Smoke","Neon Camo Smoke","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","624","627","627","Items","625"
"6SA6Q2XJKOHET5CW5VO67ZPO","757201520034","","Neon Celebration","Neon Celebration","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","625","628","628","Items","626"
"DESWK5DRCHLMT5AZZI2Q6SBM","207401322193","","Neon Night  Artillery (12 pcs)","Neon Night Artillery (12 pcs)","Unknown","Artillery/Festival Balls","Regular","Unknown","12 pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","627","630","630","Items","628"
"NOAY7B4DBXXTUNGXXQ3RZGPF","","000000339209","Neon Saber Sparklers","Neon Saber Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","628","631","631","Items","629"
"DL437RUBTEAUEVYUK7LTENDQ","887946004305","","Neon Show 16 Shots","Neon Show 16 Shots","Unknown","Unknown","Regular","Unknown","16 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","629","632","632","Items","630"
"GEDP25JGWJWZ7YOPA2DMR4CJ","6950165419367","","Neon Sky 140 shot","Neon Sky 140 shot","Unknown","Roman Candles","Regular","Unknown","140 shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","631","634","634","Items","632"
"5RLSEP5ZVM5UFUOAKRWVPI5Y","680149045096","","Neon Smoke Balls 6pk","Neon Smoke Balls 6pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","632","635","635","Items","633"
"XKTAJU5IB6I7JCEIQYBUHACK","681402052899","","Neon Smoke Bombs 24ct","Neon Smoke Bombs 24ct","Unknown","Unknown","Regular","Unknown","24ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","633","636","636","Items","634"
"Z33FH247DFGYUE7PXWSNXMKE","840142205242","","Neon Smoke Show","Neon Smoke Show","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","634","637","637","Items","635"
"NR4MTFDPX4TEOWP6T2SV5PK2","","841527170049","Neon Sparklers","Neon Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","635","638","638","Items","636"
"6BTYAYIO5UUJFVNMMQEP246T","","705108900404","Neon Sparklers BOGO","Neon Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","636","639","639","Items","637"
"E43XCOUSQYZLA6HC7QALQ2JM","695071402527","","Neon Strobe 200 Gram 18 Shot","Neon Strobe 200 Gram 18 Shot","Unknown","Unknown","Regular","Unknown","200 Gram | 18 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","637","640","640","Items","638"
"EX26G3CPJJF5NBZWBQVHHQGL","757201545112","","Neon Web","Neon Web","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","638","641","641","Items","639"
"73ZKYLH5IUS5MUMFLKHERCSJ","687985901333","","Neutron Bomb","Neutron Bomb","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","639","642","642","Items","640"
"V3CTF3FH4NKIRRFFPC6DY366","715244000029","","Night Display","Night Display","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","640","643","643","Items","641"
"TFDJ6PQBV7IFYAVY6PW7PMNC","8145270114414","","Night Owl Fountain","Night Owl Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","641","644","644","Items","642"
"ALQZ3KMCXR6USHH37AWXWUWW","814527200528","","Ninja","Ninja","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[154] Fire Ninja / Winda / /products/fire-ninja.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","642","645","645","Items","643"
